Open Time,Open,High,Low,Close,Volume,Close Time,Quote Asset Volume,Number of Trades,Taker buy Volume,Taker Buy quote asset volume,
1.65903E+12,23764.99,23799.75,23761.2,23774.71,612.24342,1.65903E+12,14559917.21,18533,279.73243,6652714.821,0
1.65903E+12,23772.99,23834.99,23772.99,23819.92,724.36379,1.65903E+12,17247709.78,19660,415.1726,9885650.114,0
1.65903E+12,23819.92,23830.73,23800,23805.95,444.98778,1.65903E+12,10597520.47,14680,227.0576,5407705.488,0
1.65903E+12,23805.95,23814.99,23774.28,23788.7,443.3439,1.65903E+12,10548896.16,14856,195.39249,4649527.875,0
1.65903E+12,23788.71,23819.4,23770.2,23813.53,525.59552,1.65903E+12,12505380.57,16566,273.69675,6512569.252,0
1.65903E+12,23811.98,23819.76,23711.73,23800.53,667.09616,1.65903E+12,15861808.2,19308,320.96511,7632841.815,0
1.65903E+12,23801.67,23839.74,23792.16,23829.33,607.10077,1.65904E+12,14458365.28,18174,298.03329,7098225.672,0
1.65904E+12,23830.34,23860.75,23775.1,23792.52,732.95612,1.65904E+12,17460586.08,19829,374.89363,8931870.52,0
1.65904E+12,23792.52,23829.68,23778.49,23816.85,539.82406,1.65904E+12,12847631.31,15346,302.76615,7205992.106,0
1.65904E+12,23816.85,23838,23772.3,23833.36,620.3417,1.65904E+12,14767462.1,16757,328.32376,7816833.942,0
1.65904E+12,23833.36,23860.77,23807.22,23844.56,655.9421,1.65904E+12,15633916.21,17117,386.58841,9214858.193,0
1.65904E+12,23844.56,23894.28,23829,23843.15,491.47996,1.65904E+12,11722630.16,14029,265.82746,6341504.049,0
1.65904E+12,23844.45,23851.55,23810.01,23837.32,498.86307,1.65904E+12,11888060.81,15117,257.29345,6131627.134,0
1.65904E+12,23837.32,23840.52,23764.07,23807.07,646.71145,1.65904E+12,15391866.53,18121,294.30512,7004498.773,0
1.65904E+12,23808.06,23818.77,23783.51,23800.34,408.32662,1.65904E+12,9717707.647,13652,220.35223,5244118.079,0
1.65904E+12,23798.19,23828.67,23780.57,23821.09,525.46257,1.65904E+12,12508911.75,16346,278.96284,6641183.46,0
1.65904E+12,23819.09,23821.09,23675.34,23727.24,1154.74246,1.65904E+12,27414877.27,25828,453.78147,10774759.78,0
1.65904E+12,23727.24,23819.4,23690.96,23794.26,845.7943,1.65904E+12,20087676.57,20818,427.3534,10151390.8,0
1.65904E+12,23792.1,23871.95,23784.26,23847.29,1243.052,1.65904E+12,29625774.49,30946,618.79458,14748005.36,0
1.65904E+12,23847.29,23882,23817.98,23836.56,722.60286,1.65904E+12,17231518.54,20874,347.63772,8290616.894,0
1.65904E+12,23836.56,23870,23831.22,23848.17,447.15913,1.65904E+12,10665909.63,14017,259.89416,6199380.444,0
1.65904E+12,23846.53,23863.2,23838,23845.3,411.92509,1.65904E+12,9825520.29,12523,189.82942,4528193.735,0
1.65904E+12,23845.3,23859,23831.4,23845.71,367.52428,1.65904E+12,8765237.815,11221,204.76751,4883862.745,0
1.65904E+12,23845.71,23888.01,23842.76,23881.93,442.5532,1.65904E+12,10562193.34,13739,224.1001,5348407.471,0
1.65904E+12,23881.93,23991.71,23825,23990.81,2011.39724,1.65904E+12,48116709.27,41767,1046.29425,25032961.39,0
1.65904E+12,23988.77,24199.72,23983.58,24089.6,2369.81697,1.65904E+12,57110850.79,51240,1347.98933,32485094.19,0
1.65904E+12,24088.07,24118,23912.27,23917.03,1330.24207,1.65904E+12,31977015.71,31403,605.73156,14562823.57,0
1.65904E+12,23917.03,23969.45,23789.18,23949.14,1704.64124,1.65904E+12,40682102.85,37977,756.25536,18050476.79,0
1.65904E+12,23949.14,24143.9,23940,24066.33,1542.8806,1.65904E+12,37102549.67,36841,798.39078,19199988.5,0
1.65904E+12,24066.33,24095,24005.43,24025.88,969.39976,1.65904E+12,23308280.01,23936,498.62397,11990004.11,0
1.65904E+12,24025.88,24144,24023.34,24082.66,750.01457,1.65904E+12,18058909.05,19654,425.56436,10246575.15,0
1.65904E+12,24087.23,24141.08,24059.29,24098.15,603.7605,1.65904E+12,14553648.4,17558,299.47767,7219199.65,0
1.65904E+12,24096.5,24158.21,24074.42,24087.74,855.40009,1.65904E+12,20631748.49,19968,445.02709,10735486.95,0
1.65904E+12,24087.74,24117.95,23932.6,23962.3,777.33926,1.65904E+12,18678659.76,18373,362.98111,8722570.531,0
1.65904E+12,23962.31,24026.15,23920,23955.08,715.0204,1.65904E+12,17141619.82,18343,362.05913,8680285.177,0
1.65904E+12,23955.08,23985.74,23900,23947.47,513.9067,1.65904E+12,12303499.94,13757,266.2761,6376396.899,0
1.65904E+12,23947.47,23950.99,23868.43,23897.3,372.8564,1.65904E+12,8912848.668,8727,135.73187,3244323.412,0
1.65904E+12,23897.07,23920,23885,23885,201.80048,1.65904E+12,4823144.854,7830,111.30685,2660418.014,0
1.65904E+12,23885,23945.91,23858.64,23926.85,385.1148,1.65904E+12,9207129.847,13264,204.63205,4892640.341,0
1.65904E+12,23924.85,23943.19,23878.87,23896.56,318.55829,1.65904E+12,7614929.675,12241,151.61772,3624346.706,0
1.65905E+12,23896.56,23944.76,23836.09,23920.75,514.16831,1.65905E+12,12284317.59,16055,241.99057,5782345.9,0
1.65905E+12,23923.06,23998.33,23912,23927.69,475.3205,1.65905E+12,11385515.88,15850,246.41383,5903179.964,0
1.65905E+12,23927.69,23935,23864.76,23884.1,611.61896,1.65905E+12,14618451.32,18575,282.33668,6748179.793,0
1.65905E+12,23886.16,23912.94,23851.23,23867.59,572.75034,1.65905E+12,13673531.72,17084,284.03652,6781206.656,0
1.65905E+12,23865.42,23908.56,23803.87,23879.51,774.31427,1.65905E+12,18477148.09,21500,384.3314,9172463.29,0
1.65905E+12,23882.34,23927.96,23864.16,23922.47,572.008,1.65905E+12,13671697.31,16862,300.25142,7176413.827,0
1.65905E+12,23922.47,23976.1,23913.19,23968.27,520.94847,1.65905E+12,12474794.09,14865,282.0014,6752842.592,0
1.65905E+12,23968.27,23984.99,23927.63,23937.54,499.56145,1.65905E+12,11968352.45,13955,228.42081,5472958.443,0
1.65905E+12,23935.78,23954.69,23911.79,23937.42,416.56587,1.65905E+12,9970805.315,12270,218.95262,5240999.93,0
1.65905E+12,23939.73,23939.73,23872.02,23875.78,575.26425,1.65905E+12,13747442.56,13170,240.97229,5758812.034,0
1.65905E+12,23873.38,23977.82,23869.92,23963.56,515.15011,1.65905E+12,12328049.09,14334,273.65603,6547927.118,0
1.65905E+12,23966.98,23978.62,23943.03,23945,294.16611,1.65905E+12,7048281.946,10966,149.79709,3589336.325,0
1.65905E+12,23946.48,23988.32,23902.14,23965.04,539.67968,1.65905E+12,12923015.21,15676,269.49392,6453750.446,0
1.65905E+12,23965.06,23987.2,23951.23,23961.92,375.31332,1.65905E+12,8996695.302,12481,192.56617,4616149.407,0
1.65905E+12,23961.92,23981.74,23940.15,23958.07,355.53936,1.65905E+12,8518799.149,11600,164.17484,3933828.394,0
1.65905E+12,23959.96,23967.87,23904.7,23911.93,347.5568,1.65905E+12,8318886.998,12348,159.46353,3816960.048,0
1.65905E+12,23913.03,23927.08,23866.28,23893.21,469.5391,1.65905E+12,11223185.66,13961,225.66465,5394369.596,0
1.65905E+12,23893.21,23896.38,23825,23843.73,566.5513,1.65905E+12,13511996.5,15206,278.0455,6631281.558,0
1.65905E+12,23843.73,23872.83,23771.9,23798.48,662.83486,1.65905E+12,15791673.1,18620,265.85301,6334115.703,0
1.65905E+12,23796.14,23835.71,23796.14,23822.83,448.52197,1.65905E+12,10681593.32,15326,206.98303,4929402.053,0
1.65905E+12,23822.83,23843.45,23733.6,23789.55,707.77661,1.65905E+12,16837524.08,19713,314.57248,7485042.116,0
1.65905E+12,23787.48,23850,23783.89,23823.96,373.44964,1.65905E+12,8895485.225,13043,211.37048,5035122.454,0
1.65905E+12,23821.57,23839.7,23773.88,23784.02,421.54736,1.65905E+12,10039528.01,12136,182.24285,4340871.092,0
1.65905E+12,23787.21,23840.89,23711,23834.48,690.00808,1.65905E+12,16414595.1,17615,318.0143,7568072.698,0
1.65905E+12,23834.48,23857.69,23822.83,23836.14,404.99826,1.65905E+12,9653341.759,12440,206.84085,4930351.928,0
1.65905E+12,23833.37,23859.99,23832.2,23842.93,308.95989,1.65905E+12,7367507.483,9704,162.80316,3882288.03,0
